{5BBE9CB3-6332-4EB0-9CD3-8737CEA4A65A},42000,21/12/1995 00:00,NE4 9DN,S,N,F,8,,MATFEN PLACE,FENHAM,NEWCASTLE UPON TYNE,NEWCASTLE UPON TYNE,TYNE AND WEAR,A,A
{43DF57A9-2CD7-4B05-ACFA-5603B801EBE8},142000,30/11/1995 00:00,W11 1UE,F,N,L,CERVANTES COURT,7,RUSTON MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D3E06908-50D7-4260-95A4-900015E72393},148000,23/06/1995 00:00,W11 2PA,F,N,L,38,FLAT 4,LADBROKE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{27EE3798-80AD-4E4C-A7ED-D07673A5FEB5},110000,01/05/1995 00:00,SW3 3EU,F,N,L,CHELSEA CLOISTERS,933,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9FD424D1-1CEB-4272-BAF9-D3FE179C5499},230000,13/11/1995 00:00,SW3 2PP,F,N,L,17,,CADOGAN STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4596A7CE-B46B-4CE7-9F69-29D2BDE219C9},167500,07/02/1995 00:00,SW7 4AL,F,N,L,11,FLAT D,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5438DF7A-E72F-4FEC-9CC0-C96CE4646F22},780000,29/09/1995 00:00,SW3 2RB,F,N,L,77,FLAT 4,CADOGAN GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D12579E0-F05E-4A78-98B8-C96DDC7D5B80},235000,31/10/1995 00:00,SW7 4JZ,F,N,L,55A,,HARRINGTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8CA56801-F853-435A-AB2F-348B55B6FA4D},260000,11/01/1995 00:00,W14 8EN,F,N,L,ABBOTSBURY HOUSE,FLAT 34,ABBOTSBURY ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{FAAEA826-3979-45D9-853F-D77C2A5A5B7B},72000,19/09/1995 00:00,W8 6JQ,F,N,L,102,FLAT 3,LEXHAM GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{70EE4E12-EAD3-44DF-811A-CCF4950A7941},58000,12/05/1995 00:00,SW3 3EE,F,N,L,CHELSEA CLOISTERS,321,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{972B4BD2-6498-47FE-87C3-5614F3DE9376},55000,28/04/1995 00:00,SW3 3DP,F,N,L,CHELSEA CLOISTERS,140,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{016C0ECC-16A5-4612-B06D-2D64525C90F0},1240000,15/12/1995 00:00,W8 4SA,T,N,F,7A,,PALACE GARDENS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6EB89BC9-6B0D-41EA-88A0-52888C2BCFDC},236000,30/08/1995 00:00,SW10 9RL,F,N,L,ONSLOW COURT,FLAT 3,DRAYTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{640C976B-E022-4C44-B366-2D65A2E628EF},386000,20/01/1995 00:00,W8 6UG,T,N,F,25,,ADAM AND EVE MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4A200743-74F3-4432-8957-855EF31DE79B},75000,06/04/1995 00:00,W14 8DE,F,N,L,"BUCKLEY HOUSE, 96",FLAT 1,ADDISON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9A12E1BB-A446-446B-B30C-349183470E9E},297500,06/10/1995 00:00,SW10 9DJ,F,N,L,82,LOWER GROUND AND GROUND FLOOR FLAT,CATHCART ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6BBB7EF5-90DA-4105-8321-D08B6191BB09},525000,13/04/1995 00:00,SW10 9SJ,F,N,L,3,,GILSTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{AF2A52E2-8BCC-4954-8926-561D66E4DE81},1640000,24/03/1995 00:00,W8 5PN,T,N,F,9,,ST ALBANS GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{069EF94A-C52E-4649-A6F7-3108957EF2D9},2050000,30/03/1995 00:00,W8 4TR,F,N,L,3A,APARTMENT 12,PALACE GREEN,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A17C8228-AAC3-42D7-A05E-D78923CA1B13},132000,07/12/1995 00:00,SW5 9NH,F,N,L,22,FLAT 4,TREBOVIR ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D2FF7D45-D366-4494-ABAA-5292BB5BD1A6},365000,01/09/1995 00:00,W8 7AJ,F,N,L,6,FLAT B4,AIRLIE GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{95175A59-7AEA-4EC2-8E80-81DC74082AFC},470000,02/08/1995 00:00,W8 7HW,F,N,L,CAMPDEN HILL COURT,90,CAMPDEN HILL ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{42E4880A-3128-4FD7-9EBC-8C863D6D4A08},131500,20/02/1995 00:00,W14 8DZ,F,N,L,21,FLAT 5,HOLLAND PARK GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F7D95BD7-7C4D-48E4-A80D-D78E20BDFD88},410000,02/06/1995 00:00,SW3 4JA,F,N,L,54,FLAT A,TITE STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5F45ECCC-637B-40A3-8FFE-856A19A471B6},77500,28/11/1995 00:00,W10 6QY,T,N,F,234,,LATIMER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CC817F42-F160-49C2-A00A-4B6C6909A09C},270000,09/05/1995 00:00,SW5 9LH,T,N,F,12,,KEMPSFORD GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EA164065-3FB0-4005-A12A-3111F7D9AAC6},233500,11/07/1995 00:00,SW10 9JJ,F,N,L,65,GROUND FLOOR FLAT,REDCLIFFE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{116621BE-6E0A-457F-A9AB-311514B97FB6},53000,27/01/1995 00:00,SW3 4LL,F,N,L,"CHELWOOD HOUSE, 11 - 12",FLAT 4,EMBANKMENT GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4BA9FC91-78CC-4921-9260-D0A0175468BD},86950,21/07/1995 00:00,W11 2BY,F,N,L,35,FLAT 2,LONSDALE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5B4035E2-D5A0-42B3-8149-4B74CAFDACFE},180000,25/08/1995 00:00,W14 8BB,T,N,F,58,GARDEN FLAT,HOLLAND ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CB4758A2-B0F8-403B-A619-562CF51BD99F},205000,31/07/1995 00:00,W10 6JL,F,N,L,52,FLAT 4,BASSETT ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{26B44FE4-3F37-4E08-897A-2D7B4D4E348F},422000,01/12/1995 00:00,W11 1QJ,T,N,F,37A,,LANCASTER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A564C7D1-FE42-430E-9D62-29F58567BCA7},180000,13/04/1995 00:00,SW10 0HP,F,N,L,07-Sep,FLAT A,LAMONT ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BE7C22AF-1A68-4241-AC85-D79AC609C33C},60000,09/01/1995 00:00,W11 1EQ,F,N,L,336,BASEMENT,WESTBOURNE PARK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{653DDECF-9BB6-4D84-8494-8C95EE6DE56C},275000,23/11/1995 00:00,SW7 3PE,F,N,L,11,FLAT 3,ROLAND GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{60B9A46E-CE58-4325-975F-CD1008BE457A},185000,14/03/1995 00:00,SW3 5LW,F,N,L,SHREWSBURY HOUSE,FLAT 40,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{09D5BB95-0344-483D-B564-59C02059C685},102000,13/12/1995 00:00,SW3 5NR,F,N,L,108,FLAT 1,OAKLEY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F459F352-B617-40C2-9973-D0AA65DEC002},135000,11/05/1995 00:00,SW7 3AE,F,N,L,11A,FLAT 7,CRANLEY PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ED4F2836-C243-4980-9C9E-D7A13E6FF4C0},235000,06/01/1995 00:00,SW5 9QR,F,N,L,WARWICK MANSIONS,FLAT 5,CROMWELL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A0FB0BEA-584B-42D4-89EA-5635E20DA410},475000,31/03/1995 00:00,SW3 5BB,F,N,L,MORES GARDEN,6,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F9E51354-0472-4E11-B0A4-3122BACDE741},85000,21/04/1995 00:00,SW5 0PY,F,N,L,4,FLAT 3,COLLINGHAM PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B3787D50-2AEA-4CE7-A840-29FE39DFBC04},53000,27/02/1995 00:00,SW5 9HB,F,N,L,57,BASEMENT FLAT,WARWICK ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1FA4A407-397B-4ADB-9CEB-34B1B4F5D838},165000,18/04/1995 00:00,SW7 3LR,F,N,L,51,FLAT 3,ONSLOW SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E53EDD2D-53DA-83EC-E053-6B04A8C03A59},97500,17/11/1995 00:00,W11 2EB,F,N,L,164,FIRST FLOOR FLAT,PORTOBELLO ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E53EDD2E-0452-83EC-E053-6B04A8C03A59},60000,13/11/1995 00:00,W11 4PL,F,N,L,47,FLAT B,MARY PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EC7AD099-FA28-9200-E053-6C04A8C0E306},74800,15/09/1995 00:00,SW7 4NN,F,N,L,7,FLAT 1,ROSARY GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{932FFD09-B806-4FA1-AA28-2A022253AC49},140000,30/06/1995 00:00,W8 4AF,F,N,L,WINCHESTER COURT,FLAT 89,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{17CAABD9-0EAC-4381-8512-34B5623764B8},242500,20/02/1995 00:00,SW7 3BB,F,N,L,1,FLAT 1,CRANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{66B0B9CE-E828-4B71-AC11-CD1872203926},805000,08/12/1995 00:00,W8 6QU,T,N,F,101,,ABINGDON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A4C7DE40-524D-4201-8DD3-CD1949711CAE},1370000,31/10/1995 00:00,SW7 2NR,T,N,L,17,,PELHAM CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{475DC639-4CA3-486B-A344-D7A8CC35F6CF},560000,14/08/1995 00:00,SW3 5AX,T,N,L,15,,ROPERS ORCHARD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{61102A55-9F2D-40A8-BC50-59CDBA7261CA},500000,08/09/1995 00:00,W11 2DY,T,N,F,119,FLAT,PORTOBELLO ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{44F7E09F-A599-40C1-A03D-34B7059AAD09},136000,12/12/1995 00:00,SW7 4DA,F,N,L,15,FLAT 2,COURTFIELD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F961019A-A218-4F57-B5FD-2A0571436CFC},435000,19/12/1995 00:00,SW3 2JJ,T,N,F,136,,WALTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{20CFF282-06EA-4ADD-A866-59CE54CF5004},70000,19/01/1995 00:00,SW10 0UJ,T,N,F,48,,GUNTER GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2B44BC34-0C03-44FC-9670-4FDAD2EB3084},382500,29/11/1995 00:00,SW3 4EU,F,N,L,12,FLAT 6,ORMONDE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9ADF7CE8-9C8F-4B00-903A-C9A7AA6058AA},75000,25/08/1995 00:00,W14 8UW,F,N,L,MORNINGTON AVENUE MANSIONS,FLAT 15A,MORNINGTON AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C26FB37C-B6B3-4000-B68E-2D93519511A2},120000,21/12/1995 00:00,SW5 9SX,F,N,L,44,BASEMENT FLAT,PENYWERN ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{50042D98-C747-416B-B897-CD22B1E80346},200000,10/11/1995 00:00,W11 3RZ,F,N,L,85,FLAT 9,HOLLAND PARK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{E4809EB0-C409-447D-97D7-D0B96FA2ED4C},585000,30/06/1995 00:00,SW7 4AE,F,N,L,CORNWALL HOUSE,FLAT 4,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5531969F-AD03-4B2E-9776-59D52C87EA15},135000,04/08/1995 00:00,SW3 5ET,F,N,L,"ALEXANDRA MANSIONS, 333",FLAT 4,KINGS ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F65647D5-1D0A-44DB-9756-5A9DA2DB5A21},205000,03/04/1995 00:00,W14 8LJ,F,N,L,FARLEY COURT,FLAT 6,MELBURY ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{1DA20316-31F9-4C51-AAE0-2A0FD4ED9155},485000,10/01/1995 00:00,SW3 2HT,T,N,F,59,,WALTON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3EC12569-A6C3-4344-9143-31346364BC5D},565000,20/03/1995 00:00,SW10 0AZ,T,N,F,59,,PARK WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{62EA2F0B-4F56-40BD-A348-5AA0A9B40E16},450000,03/05/1995 00:00,SW10 0ES,T,N,F,115,,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9C0BECCC-1825-4A41-A9C9-4C52BD45A8C5},180000,01/06/1995 00:00,SW3 3BH,F,N,L,NELL GWYNN HOUSE,FLAT 909,SLOANE AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{42F134E9-8BF1-4A06-8B43-4C53ABDDFEE4},420000,10/11/1995 00:00,SW1X 8NG,F,N,L,"CHALFONT HOUSE, 19 - 21",FLAT 30,CHESHAM STREET,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6E5F6963-2465-4E4D-9BE3-4B90E3374E95},135000,18/12/1995 00:00,SW7 4RW,F,N,L,10,FLAT 1,,TALBOT ROAD,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8A50058B-D94B-4247-A3D6-34C5E243C5A0},130000,14/06/1995 00:00,SW5 9PD,F,N,L,19,FLAT 6,NEVERN SQUARE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6782798D-81EF-4981-8A5C-4FE63DDFFAEE},515000,21/12/1995 00:00,SW3 4BA,T,N,F,59,,SHAWFIELD STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9A569502-F647-42A4-8CCC-52C2C0C4935C},440000,01/08/1995 00:00,SW3 3NP,T,N,F,14,,MARKHAM STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{8120D3E8-CE4F-4E37-AAF8-C9B5666D38D4},380000,24/08/1995 00:00,SW7 3BD,F,N,L,35,FLAT 13,CRANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3D280BD3-2656-4D61-828A-570F04604957},137500,27/06/1995 00:00,SW5 9TQ,F,N,L,KENSINGTON MANSIONS,FLAT 40,TREBOVIR ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{896F3BFB-0F1F-42C4-B106-313A00ACA1AA},59000,23/08/1995 00:00,SW3 6AL,F,N,L,"VALE COURT, 21",FLAT 7,MALLORD STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{0AD5A528-4A40-4DF8-8468-313B52E654C5},415000,15/09/1995 00:00,W8 7PR,T,N,F,39,,KENSINGTON PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B59526A8-FC40-4A6E-80EF-C9B683EF5A8B},190000,07/04/1995 00:00,SW10 9JP,F,N,L,57E,,HARCOURT TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ECDC24AA-B5E2-459A-93A0-5AA7F5C64173},195000,07/04/1995 00:00,W8 7RT,F,N,L,HORNTON COURT,10,KENSINGTON HIGH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{72C20CFD-DC81-4ACA-A0BC-52C8E76F2D0E},90000,10/03/1995 00:00,W11 4JG,F,N,L,99,FLAT 2,CLARENDON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4BE04F67-E47E-4CD2-B9D4-34CD3BE97601},78000,08/03/1995 00:00,SW10 9EX,F,N,L,10,,REDCLIFFE GARDENS,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D1A53B9E-95AB-4B2A-A336-5AAAD8A19026},395000,15/09/1995 00:00,W8 6JP,T,N,F,5,,RADLEY MEWS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{ECB10C60-FA4A-4EBB-85A7-CD32826D9502},71093,24/03/1995 00:00,W11 2ND,F,N,L,3,FLAT 8,STANLEY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B6C5CD38-E51E-4E4D-9FC4-52CC52BAACCB},560000,31/10/1995 00:00,W8 6TG,T,N,F,17,,CHENISTON GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4DA89984-6B0E-4808-89C8-C9BC0763F4CB},149950,07/08/1995 00:00,W8 5LH,F,N,L,"BISHOPS COURT, 14",FLAT 4,MARLOES ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{65C7B45D-2D80-4860-982E-314272D0978E},147000,29/09/1995 00:00,SW10 9HZ,F,N,L,10D,,FAWCETT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{F6A96AB9-A3D8-4E27-9891-5392F507784E},170000,01/08/1995 00:00,SW7 4DB,F,N,L,33 - 35,FLAT 8,COURTFIELD ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{40146960-C983-4716-9B2F-5716B3AA0988},410000,28/04/1995 00:00,W8 5AW,F,N,L,37,FLAT 9,DE VERE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B26C7BED-8656-40E4-8300-539329ED5054},128000,15/11/1995 00:00,W11 2JU,F,N,L,49B,SECOND FLOOR FLAT,ELGIN CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{201FC2C0-66B3-4BB0-ABCE-59ED98163233},83500,30/06/1995 00:00,W10 6AW,F,N,L,65,,BARLBY ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{EDA3BCCD-B3A7-40CB-A978-C9C1441E7521},105000,23/11/1995 00:00,W8 6DG,F,N,L,CHATSWORTH COURT,12,PEMBROKE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{CFD53D9A-F609-4B85-BB07-539867A59188},77000,12/05/1995 00:00,SW3 5BE,F,N,L,BURLEIGH HOUSE,FLAT 8,BEAUFORT STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BC724582-2B2E-451A-A3AD-4B9F55B777C1},600000,23/03/1995 00:00,W8 7HY,F,N,L,8,,OBSERVATORY GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7F677E03-8F14-4C76-B90E-D4506DFECAF6},325000,10/02/1995 00:00,SW10 0PN,S,N,F,46,,BURNABY STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B81BD0F7-29E8-404C-A572-4BA21674E46D},650000,10/03/1995 00:00,SW3 4QF,T,N,F,18,,ROYAL AVENUE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D26A4EB8-1912-4A99-A088-4BA28DAF62B6},212000,25/10/1995 00:00,W10 6PP,T,N,F,9,,HIGHLEVER ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{14DFDCB7-4E22-4F53-BCF6-C9C342C2D70D},126000,09/02/1995 00:00,SW10 9JH,F,N,L,39I,,REDCLIFFE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{299BE5B3-1B7D-435E-8588-539CD457E176},750000,15/08/1995 00:00,SW7 3NL,T,N,L,9,,SYDNEY PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{A68B24BC-CA7D-40F3-9F4D-D7CCDBB1CA5A},90100,10/01/1995 00:00,SW5 0BZ,F,N,L,"BOLTONS COURT, 216",FLAT 14,OLD BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{D34D60F5-41D8-455B-BFA5-D0D7F2B5A3B0},270000,20/09/1995 00:00,W14 8LJ,F,N,L,FARLEY COURT,FLAT 20,MELBURY ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{2B1F6E27-969D-46F1-A54B-539F65831C71},800000,24/08/1995 00:00,W8 6LP,T,N,F,8,,EARLS TERRACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BDD35941-E455-4543-86DC-314E7B86EF07},285000,16/08/1995 00:00,W8 5AN,F,N,L,15,FLAT 3,DE VERE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BCB627DB-568F-410E-B2B2-53A098BFBDDB},147000,14/09/1995 00:00,SW5 9QN,F,N,L,3,FLAT 2,CROMWELL CRESCENT,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{5B01C357-7F2C-4E3B-AE7C-4FFD25DD6F7F},177800,14/06/1995 00:00,W2 4JL,F,N,L,21,FLAT 3,CLANRICARDE GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6DF7E8E0-6F56-4C9B-805C-34DF57D21622},85000,09/01/1995 00:00,SW7 3QA,F,Y,L,56,FLAT 3,ONSLOW GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{737BCD2A-3E75-41A4-9703-38798AA0B468},287500,24/03/1995 00:00,SW5 9HP,T,N,F,239A,,OLD BROMPTON ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C5C27936-0261-49F6-80E7-D45B9BCD71F0},182000,05/10/1995 00:00,W11 2SE,F,N,L,215,GROUND AND LOWER GROUND FLOORS,WESTBOURNE GROVE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{6AB64B1F-D063-47DF-B84A-53A58BC1AACC},335000,25/08/1995 00:00,SW7 4BQ,F,N,L,"LANARKSLEA HOUSE, 100",FLAT 3,CORNWALL GARDENS,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{3772CA82-8456-4A9D-804B-56631A5694FD},782000,28/09/1995 00:00,SW10 9NQ,T,N,F,64,,REDCLIFFE ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{78970A37-006A-4B91-927C-59FB89ADF247},216000,14/08/1995 00:00,SW3 2LA,T,N,F,5,,RICHARDS PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{14075BAB-8B1A-4218-815F-2DBAA1F7092F},77000,10/11/1995 00:00,W8 4AB,F,N,L,WINCHESTER COURT,3,VICARAGE GATE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{51991838-A62F-4740-B04C-C9D308151428},457000,15/09/1995 00:00,SW3 3RS,T,N,F,13,,ST LUKES STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{C3C69C2B-A592-44A4-B40C-572CF2216121},184500,06/10/1995 00:00,SW3 6SB,F,N,L,THURLOE COURT,FLAT 24,FULHAM ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{887A5898-6914-4734-9919-3159C800DF6B},135000,12/04/1995 00:00,W14 8NW,F,N,L,KENTON COURT,FLAT 36,KENSINGTON HIGH STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{BDCA3674-12C0-4208-AE16-D46443FAC6BC},202500,13/12/1995 00:00,W8 4JW,F,N,L,MOUNT CARMEL CHAMBERS,11,DUKES LANE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{9DCC302C-7E32-420D-89AA-315F830A195E},851799,07/04/1995 00:00,SW1X 9RP,T,N,L,74,,CADOGAN PLACE,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{7D3C8F16-AAAF-402F-9F33-D0EA795E1D76},457500,07/04/1995 00:00,SW3 3NG,T,N,F,5,,COULSON STREET,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{B94C08D5-111D-4D80-84D1-CD54510C8EBD},187000,21/04/1995 00:00,SW3 5HN,F,N,L,"PIER HOUSE, 31",FLAT 98,CHEYNE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{365DD980-C7C7-4325-9420-C9DD5C950913},180000,01/08/1995 00:00,W10 5RU,T,N,L,330,FLAT 1,PORTOBELLO ROAD,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
{4C66A762-F08D-454B-A36A-316404D14A8A},600000,07/02/1995 00:00,W11 3PW,T,N,F,14,,LADBROKE WALK,LONDON,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON,A,A
